'Asp Ratio','Form Factor','Narrow Factor',Rect,PRD,PRLW,MeanRed,MeanGreen,MeanBlue,StdDevRed,StdDevGreen,StdDevBlue,SkewRed,SkewGreen,SkewBlue,ASM,Contrast,Entropy,Homogeneity,Correlation,Class
0.031037,0.640578,0.088197,0.214729,0.079066,0.035623,0.311475,0.45122,0.317757,0.733251,0.527383,0.661297,0.298519,0.450005,0.297763,0.187138,0.09625,0.766898,0.24626,0.516129,'sweet osmanthus'
0.026243,0.490916,0.082235,0.266008,0.12183,0.071357,0.237705,0.536585,0.271028,0.816824,0.422694,0.69579,0.242143,0.455149,0.264454,0.198375,0.124891,0.774809,0.228431,0.506203,'sweet osmanthus'
0.030576,0.515933,0.09412,0.230274,0.098469,0.064017,0.245902,0.512195,0.271028,0.843232,0.4641,0.73471,0.209001,0.422525,0.22307,0.227429,0.159572,0.764605,0.238507,0.51861,'sweet osmanthus'
0.613256,0.024543,0.095862,0.126514,0.058594,0.108035,1,1,1,0.032188,0.115561,0.025191,0.306765,0.490483,0.353577,0.998392,0.011306,0.00398,0.998377,0.002481,deodar
0.725321,0.028149,0.093307,0.059876,0.050185,0.09226,1,0.987805,0.990654,0.026525,0.124554,0.024987,0.322742,0.491378,0.366379,0.981626,0.007286,0.016453,0.988614,0.004963,deodar
0.699601,0.032189,0.082796,0.064411,0.051413,0.084827,0.991803,0.987805,0.990654,0.040321,0.152513,0.050904,0.314493,0.452814,0.341611,0.988002,0.008546,0.011927,0.991877,0.007444,deodar
0.650092,0.029237,0.08919,0.08326,0.056381,0.098546,1,0.987805,0.990654,0.024913,0.133474,0.03084,0.32607,0.478033,0.360934,0.991635,0.006562,0.007349,0.996121,0.004963,deodar
0.595098,0.03389,0.075383,0.067628,0.068698,0.10574,0.983607,0.97561,0.971963,0.093146,0.17798,0.097995,0.280682,0.433591,0.311446,0.967667,0.007604,0.031026,0.978251,0.01737,deodar
0.701216,0.020452,0.094329,0.07626,0.064322,0.117605,0.983607,0.987805,0.971963,0.112689,0.158256,0.106611,0.259664,0.454061,0.299149,0.969222,0.0085,0.029309,0.97964,0.014888,deodar
0.712807,0.023539,0.079804,0.047318,0.070993,0.115195,0.991803,1,0.990654,0.041685,0.091046,0.033425,0.311813,0.531764,0.357915,0.991591,0.005481,0.008647,0.994613,0.002481,deodar
0.561539,0.04174,0.086991,0.049463,0.060068,0.101703,0.97541,0.97561,0.971963,0.1034,0.159334,0.10089,0.279461,0.46637,0.315138,0.960316,0.008558,0.036887,0.969115,0.01737,deodar
0.572751,0.028288,0.082809,0.092011,0.07316,0.120085,0.97541,0.97561,0.971963,0.109757,0.158526,0.098802,0.271703,0.466782,0.316435,0.955339,0.007414,0.040642,0.967053,0.01737,deodar
0.488267,0.043929,0.09843,0.127337,0.048825,0.091309,0.97541,0.987805,0.971963,0.133017,0.149168,0.10975,0.251973,0.473437,0.304334,0.958191,0.004935,0.036192,0.974418,0.01737,deodar
0.743993,0.019913,0.094281,0.062891,0.062294,0.114425,0.991803,1,0.990654,0.046077,0.101246,0.037747,0.311565,0.522167,0.357578,0.985104,0.006849,0.014716,0.988742,0.004963,deodar
0.736504,0.015787,0.086587,0.127624,0.062914,0.108209,0.991803,1,0.990654,0.054197,0.116544,0.050344,0.29695,0.495171,0.337466,0.999364,0.015321,0.003966,0.996531,0.004963,deodar
0.654706,0.02885,0.082408,0.061562,0.064859,0.106756,0.983607,0.987805,0.981308,0.069083,0.120428,0.062078,0.297278,0.503796,0.340078,0.975399,0.003319,0.020634,0.986312,0.009926,deodar
0.766563,0.018291,0.092433,0.065683,0.063058,0.114215,0.991803,0.987805,0.990654,0.040833,0.128599,0.034807,0.31729,0.49036,0.361941,0.982346,0.007036,0.015867,0.988395,0.007444,deodar
0.748657,0.022755,0.077646,0.021507,0.075128,0.120335,0.983607,0.987805,0.981308,0.072046,0.114903,0.063156,0.2988,0.51531,0.343729,0.967412,0.008822,0.02974,0.97543,0.009926,deodar
0.784462,0.017455,0.074448,0.056,0.075032,0.117299,0.991803,1,0.990654,0.052062,0.107855,0.041813,0.309009,0.516371,0.356556,0.982043,0.009669,0.017964,0.984497,0.007444,deodar
0.768354,0.020154,0.090948,0.085378,0.055287,0.09937,1,1,1,0,0.113248,0.00598,0.344548,0.498667,0.380087,0.995435,0.007539,0.004962,0.996834,0.002481,deodar
0.7137,0.022747,0.059553,0.066419,0.080166,0.110049,0.991803,1,0.990654,0.056318,0.100536,0.044112,0.30239,0.522924,0.351769,0.986158,0.005495,0.013803,0.989218,0.004963,deodar
1,0.020321,0.08471,0,0.051331,0.088356,1,1,0.990654,0.021118,0.108197,0.024783,0.324839,0.505002,0.363013,0.997127,0.008189,0.004489,0.996481,0.002481,deodar
0.730239,0.020903,0.083556,0.023176,0.078049,0.131002,0.991803,1,0.990654,0.039979,0.093282,0.039497,0.31808,0.53427,0.357014,0.988752,0.004855,0.010371,0.992052,0.004963,deodar
0.816305,0.017826,0.07586,0.064077,0.067047,0.105641,1,1,1,0.013752,0.073259,0,0.333322,0.556143,0.388431,1,0.005595,0,1,0,deodar
0.838419,0.019923,0.075539,0.027834,0.068472,0.107863,0.991803,1,0.990654,0.043889,0.099108,0.033425,0.315975,0.52861,0.364825,0.984124,0.004876,0.014536,0.986577,0.004963,deodar
0.780405,0.028288,0.094204,0.057323,0.04294,0.080847,1,1,0.990654,0.0299,0.094389,0.024374,0.319311,0.528509,0.366398,0.997839,0.0055,0.002465,0.997036,0.002481,deodar
0.525279,0.041714,0.091015,0.138996,0.046283,0.081137,0.983607,0.987805,0.981308,0.072976,0.133474,0.068137,0.297838,0.489997,0.337583,0.974043,0.008124,0.025901,0.976288,0.012407,deodar
0.712745,0.025909,0.079501,0.083344,0.058193,0.093406,1,1,0.990654,0.031661,0.125182,0.037161,0.320469,0.48521,0.355283,0.994554,0.009161,0.007996,0.993186,0.004963,deodar
0.614015,0.040103,0.084654,0.084262,0.047119,0.078288,0.991803,0.987805,0.981308,0.061321,0.133775,0.058094,0.301347,0.484842,0.342644,0.985181,0.008605,0.015056,0.98627,0.009926,deodar
0.59606,0.051565,0.100582,0.054859,0.033679,0.068133,0.991803,0.987805,0.981308,0.063716,0.13105,0.062797,0.300704,0.490725,0.3402,0.974982,0.005707,0.023329,0.981364,0.009926,deodar
0.839784,0.014391,0.083801,0.086623,0.062563,0.105797,1,1,0.990654,0.03498,0.121388,0.025394,0.316315,0.492006,0.366542,0.991506,0.008251,0.010205,0.991233,0.004963,deodar
0.658693,0.03642,0.100497,0.069391,0.040873,0.081479,0.983607,0.987805,0.981308,0.094899,0.141168,0.078389,0.274747,0.47675,0.325252,0.978539,0.009573,0.021686,0.982401,0.012407,deodar
0.594877,0.030629,0.0907,0.08514,0.061881,0.108721,0.983607,0.987805,0.981308,0.075445,0.146627,0.077876,0.294517,0.470446,0.327293,0.970475,0.006179,0.029199,0.976832,0.012407,deodar
0,0.641826,1,0.110973,0.040518,0.069913,0.516393,0.597561,0.504673,0.753361,0.554183,0.688836,0.101164,0.309608,0.141087,0.444014,0.016635,0.419892,0.633582,0.354839,gingko
0.002552,0.737639,0.569201,0.333266,0.034864,0.014992,0.278689,0.573171,0.336449,0.834158,0.419597,0.66507,0.234568,0.511206,0.305353,0.226414,0.015381,0.566548,0.499947,0.454094,gingko
0.003973,0.058504,0.453279,0.465498,0.38421,0.491564,0.139344,0.792683,0.308411,0.987433,0.21108,0.711135,0.217759,0.565795,0.245578,0.20086,0.033418,0.69796,0.346487,0.367246,gingko
0.000463,0.715374,0.879559,0.130505,0.038133,0.052498,0.245902,0.585366,0.308411,0.818802,0.392041,0.653329,0.294587,0.521837,0.348417,0.19118,0.019816,0.640947,0.425036,0.461538,gingko
0.003457,0.781629,0.536827,0.266463,0.035935,0.023714,0.180328,0.695122,0.317757,0.790574,0.247376,0.550518,0.777481,0.6226,0.730619,0.125967,0.012684,0.646074,0.417719,0.406948,gingko
0.003114,0.760642,0.543495,0.338074,0.031034,0.012248,0.254098,0.658537,0.345794,0.810022,0.309852,0.60211,0.29329,0.577763,0.377839,0.193036,0.014947,0.587255,0.452127,0.406948,gingko
0.002028,0.779265,0.551864,0.271134,0.048388,0.017461,0.270492,0.634146,0.345794,0.779204,0.334278,0.599123,0.313611,0.564904,0.379958,0.18944,0.015166,0.606756,0.450178,0.416873,gingko
0.002012,0.822462,0.683828,0.215363,0.025062,0.022166,0.213115,0.597561,0.308411,0.80608,0.348239,0.601315,0.376747,0.59167,0.446157,0.158609,0.016563,0.617243,0.420624,0.456576,gingko
0.001848,0.713417,0.683931,0.223724,0.038148,0.038885,0.303279,0.585366,0.345794,0.758184,0.393682,0.617936,0.296424,0.536267,0.35781,0.209095,0.018608,0.585197,0.43389,0.436725,gingko
0.001184,0.774169,0.817244,0.160645,0.026021,0.038764,0.327869,0.560976,0.364486,0.75808,0.429722,0.618066,0.264831,0.509912,0.335943,0.227748,0.016788,0.5629,0.470673,0.439206,gingko
0.00201,0.845855,0.719299,0.200615,0.018787,0.021768,0.295082,0.621951,0.364486,0.761787,0.355423,0.589223,0.300193,0.544647,0.369243,0.200125,0.028324,0.620831,0.372937,0.414392,gingko
0.003989,0.694673,0.470331,0.374734,0.0427,0.020034,0.254098,0.47561,0.299065,0.851274,0.510197,0.693637,0.245458,0.48255,0.315819,0.21808,0.034089,0.61049,0.378022,0.523573,gingko
0.00192,0.796457,0.715037,0.216227,0.023258,0.02581,0.295082,0.585366,0.364486,0.854532,0.430989,0.669934,0.195665,0.478426,0.270207,0.256525,0.027508,0.581417,0.433022,0.436725,gingko
0.001654,0.756781,0.750287,0.263964,0.018318,0.020791,0.270492,0.560976,0.317757,0.803829,0.408469,0.651764,0.285166,0.548234,0.350841,0.211625,0.03154,0.596382,0.373267,0.459057,gingko
0.001252,0.743507,0.804119,0.196591,0.025196,0.035829,0.278689,0.52439,0.308411,0.75855,0.43753,0.629056,0.329659,0.534214,0.391602,0.181366,0.032863,0.656021,0.339352,0.483871,gingko
0.002672,0.748485,0.577955,0.323857,0.031609,0.01533,0.188525,0.597561,0.299065,0.803428,0.339702,0.58389,0.493241,0.594097,0.525528,0.137486,0.024873,0.68559,0.329023,0.459057,gingko
0.002511,0.721838,0.604226,0.33356,0.029996,0.017587,0.262295,0.585366,0.327103,0.776176,0.373173,0.607857,0.331526,0.566103,0.397881,0.182588,0.02668,0.632883,0.36517,0.444169,gingko
0.003536,0.743237,0.4784,0.374022,0.039192,0.010186,0.245902,0.646341,0.35514,0.803428,0.316588,0.581585,0.318088,0.576795,0.392046,0.186018,0.030707,0.635318,0.356051,0.406948,gingko
0.002766,0.736633,0.569755,0.316243,0.034666,0.019229,0.262295,0.560976,0.336449,0.847188,0.429468,0.654828,0.241002,0.510099,0.322709,0.229308,0.032683,0.584875,0.39041,0.459057,gingko
0.001847,0.785016,0.705866,0.1998,0.029292,0.031222,0.286885,0.585366,0.364486,0.794168,0.387914,0.605021,0.270057,0.549152,0.349209,0.211369,0.027919,0.594185,0.389087,0.434243,gingko
0.003104,0.7839,0.533636,0.329829,0.031655,0.009853,0.278689,0.634146,0.35514,0.742586,0.321285,0.559286,0.355684,0.591248,0.438351,0.175472,0.020709,0.611988,0.379492,0.409429,gingko
0.00398,0.739876,0.445412,0.371585,0.043685,0.012359,0.311475,0.573171,0.429907,0.821861,0.433515,0.570511,0.212162,0.484626,0.316468,0.251513,0.014509,0.568012,0.524329,0.414392,gingko
0.003281,0.743714,0.50344,0.373013,0.035964,0.009512,0.286885,0.487805,0.345794,0.793612,0.485787,0.62558,0.26956,0.507083,0.343249,0.210709,0.020855,0.610811,0.446834,0.488834,gingko
0.001935,0.739017,0.668891,0.32823,0.022915,0.012847,0.286885,0.512195,0.373832,0.847958,0.495765,0.629634,0.21015,0.457025,0.306207,0.246153,0.018917,0.591049,0.491511,0.468983,gingko
0.003441,0.733793,0.493784,0.340422,0.041838,0.017527,0.270492,0.402439,0.308411,0.827071,0.58644,0.685642,0.253821,0.451426,0.314495,0.219128,0.021836,0.586727,0.473893,0.55335,gingko
0.004014,0.743292,0.462842,0.394308,0.035819,0.008005,0.352459,0.621951,0.448598,0.807778,0.401938,0.592312,0.184379,0.477531,0.27187,0.286747,0.02291,0.57743,0.479942,0.37469,gingko
0.002815,0.745986,0.556317,0.350037,0.031671,0.011539,0.221311,0.52439,0.317757,0.843425,0.439775,0.632455,0.295125,0.524542,0.365113,0.186107,0.023001,0.652946,0.408418,0.491315,gingko
0.003776,0.75659,0.476874,0.356672,0.037669,0.011584,0.344262,0.512195,0.392523,0.793764,0.515111,0.639975,0.210347,0.436269,0.28063,0.271789,0.014655,0.519473,0.564091,0.456576,gingko
0.001223,0.740811,0.79396,0.187146,0.028902,0.038474,0.237705,0.536585,0.327103,0.854771,0.443866,0.648439,0.257919,0.508643,0.335377,0.207525,0.015897,0.606205,0.472121,0.48139,gingko
0.004217,0.716051,0.412321,0.382622,0.051946,0.015229,0.245902,0.536585,0.35514,0.86121,0.453775,0.619106,0.240611,0.489834,0.340565,0.218533,0.016765,0.600962,0.488509,0.468983,gingko
0.014655,0.974104,0.146038,0.178287,0.075653,0.014666,0.221311,0.573171,0.261682,0.682172,0.324013,0.563392,0.855638,0.893665,0.86705,0.087853,0.003885,0.634867,0.550034,0.478908,'crepe myrtle'
0.013672,0.572051,0.051224,0.154325,0.237075,0.102312,0.131148,0.658537,0.224299,0.603657,0.209748,0.467127,0.959272,0.885792,0.944696,0,0.005898,0.741311,0.454491,0.459057,'crepe myrtle'
0.014374,0.391686,0.020409,0.220025,0.32084,0.147454,0.295082,0.743902,0.214953,0.575667,0.203904,0.597192,0.836041,0.61682,0.878902,0.073091,0.006887,0.72025,0.467527,0.397022,'crepe myrtle'
0.014122,0.564822,0.032164,0.148798,0.259091,0.105568,0.180328,0.865854,0.224299,0.693842,0.090671,0.578864,0.89867,0.667509,0.897991,0.072271,0.001246,0.640127,0.595185,0.347395,'crepe myrtle'
0.013217,0.733365,0.159899,0.174001,0.111232,0.057415,0.295082,0.695122,0.205607,0.561709,0.210415,0.579817,0.846964,0.829163,0.921227,0.065717,0.006836,0.670839,0.473377,0.421836,'crepe myrtle'
0.015532,0.597654,0.028504,0.198999,0.222452,0.078713,0.204918,0.768293,0.271028,0.705373,0.164655,0.559286,0.843067,0.68144,0.85258,0.091859,0.001691,0.607803,0.605507,0.377171,'crepe myrtle'
0.014104,0.916979,0.031328,0.16269,0.171253,0.027221,0.163934,0.780488,0.214953,0.751942,0.156357,0.612649,0.870223,0.666327,0.887221,0.094312,0.001913,0.611686,0.598447,0.39206,'crepe myrtle'
0.015457,0.61519,0.022417,0.171007,0.234029,0.082251,0.229508,0.780488,0.271028,0.734857,0.175471,0.604625,0.730713,0.64053,0.714172,0.128165,0.002051,0.595192,0.608221,0.372208,'crepe myrtle'
0.016252,0.853632,0.020245,0.204535,0.16531,0.02393,0.204918,0.780488,0.308411,0.744761,0.167012,0.54258,0.799602,0.65175,0.817464,0.117129,0.000955,0.579034,0.629166,0.359801,'crepe myrtle'
0.016531,0.652692,0.028933,0.208763,0.19578,0.060774,0.188525,0.792683,0.252336,0.694957,0.155539,0.558658,0.884195,0.642748,0.87822,0.075827,0.003691,0.677144,0.539497,0.372208,'crepe myrtle'
0.015572,0.813666,0.042182,0.20711,0.156146,0.030841,0.221311,0.768293,0.28972,0.738649,0.17773,0.580158,0.736857,0.652943,0.734123,0.123769,0.00235,0.595271,0.591959,0.372208,'crepe myrtle'
0.012304,0.789748,0.052542,0.182758,0.184394,0.045268,0.016393,0.829268,0.149533,0.74147,0.088782,0.539582,1,0.722371,0.9807,0.013592,0.001651,0.648631,0.560873,0.411911,'crepe myrtle'
0.016111,0.750416,0.046065,0.18248,0.167309,0.047594,0.213115,0.817073,0.308411,0.705539,0.133775,0.533553,0.844596,0.652827,0.80929,0.10183,0.002462,0.637894,0.583009,0.33995,'crepe myrtle'
0.013834,0.61849,0.035139,0.183759,0.229299,0.080237,0.237705,0.731707,0.271028,0.695291,0.198864,0.585987,0.807569,0.678578,0.795567,0.110928,0.003203,0.618609,0.565846,0.39206,'crepe myrtle'
0.017906,0.820865,0.024799,0.214307,0.153099,0.024483,0.237705,0.780488,0.317757,0.696905,0.160139,0.543861,0.799804,0.665792,0.580944,0.112859,0.003436,0.62596,0.562976,0.352357,'crepe myrtle'
0.014317,0.758816,0.021737,0.190615,0.201869,0.046526,0.147541,0.841463,0.261682,0.678213,0.105101,0.500057,0.934444,0.670762,0.911491,0.043621,0.004939,0.701997,0.483351,0.352357,'crepe myrtle'
0.014475,0.690088,0.031854,0.174181,0.210686,0.064846,0.172131,0.670732,0.327103,0.670244,0.22302,0.450809,0.910335,0.876209,0.880825,0.056459,0.002441,0.649703,0.582183,0.409429,'crepe myrtle'
0.013775,0.524475,0.018237,0.194234,0.278753,0.104439,0.122951,0.817073,0.186916,0.676795,0.168312,0.554318,0.951596,0.590909,0.935506,0.028896,0.003089,0.73876,0.556379,0.394541,'crepe myrtle'
0.012483,0.664718,0.033155,0.16179,0.239478,0.076994,0.122951,0.792683,0.17757,0.678609,0.134975,0.558449,0.950743,0.680557,0.950308,0.030978,0.002348,0.694134,0.539764,0.409429,'crepe myrtle'
0.013785,0.921978,0.146862,0.203656,0.081388,0.017136,0.204918,0.670732,0.224299,0.68059,0.232658,0.588145,0.872382,0.876599,0.888892,0.079003,0.003283,0.637939,0.565546,0.441687,'crepe myrtle'
0.015932,0.867626,0.121396,0.15864,0.099258,0.033374,0.213115,0.768293,0.345794,0.667153,0.167533,0.461518,0.8778,0.655677,0.853366,0.076924,0.004509,0.663512,0.509737,0.349876,'crepe myrtle'
0.0141,0.869498,0.140914,0.204067,0.089224,0.024476,0.319672,0.597561,0.205607,0.593826,0.316751,0.651389,0.78587,0.663284,0.829189,0.107101,0.006146,0.647627,0.512479,0.471464,'crepe myrtle'
0.016859,0.832895,0.120566,0.207554,0.089208,0.025662,0.245902,0.804878,0.327103,0.703553,0.149168,0.542152,0.759824,0.644627,0.543964,0.124053,0.001842,0.605737,0.614884,0.334988,'crepe myrtle'
0.014514,0.66248,0.146891,0.198228,0.117455,0.064475,0.278689,0.536585,0.299065,0.705814,0.414391,0.620534,0.425149,0.540975,0.402998,0.150387,0.024897,0.704432,0.340365,0.48139,'crepe myrtle'
0.014504,0.552769,0.125994,0.205671,0.153955,0.091129,0.377049,0.707317,0.317757,0.526629,0.220455,0.527477,0.768332,0.676957,0.817068,0.110728,0.003124,0.61065,0.57525,0.364764,'crepe myrtle'
0.013384,0.859805,0.168132,0.175509,0.086415,0.033786,0.254098,0.658537,0.317757,0.619741,0.249537,0.492037,0.864636,0.821106,0.862024,0.081707,0.001575,0.606839,0.601652,0.411911,'crepe myrtle'
0.015189,0.484423,0.127072,0.190057,0.171521,0.117052,0.344262,0.695122,0.448598,0.625999,0.260139,0.443687,0.426574,0.609466,0.457947,0.159237,0.002221,0.569186,0.635572,0.334988,'crepe myrtle'
0.017132,0.65035,0.100585,0.191897,0.134715,0.064773,0.02459,0.707317,0.065421,0.709279,0.08259,0.586797,0.92074,0.655162,0.908375,0.060721,0.003472,0.691852,0.524202,0.506203,'crepe myrtle'
0.01636,0.906998,0.114842,0.189203,0.088977,0.01922,0.237705,0.670732,0.271028,0.723449,0.260897,0.607066,0.708261,0.652682,0.546385,0.127416,0.003141,0.599699,0.600833,0.421836,'crepe myrtle'
0.016581,0.663144,0.126911,0.205525,0.114938,0.059139,0.204918,0.695122,0.252336,0.79255,0.260707,0.649256,0.421129,0.599502,0.454348,0.139632,0.004026,0.634187,0.56674,0.419355,'crepe myrtle'
0.063242,0.13987,0.059545,0.239244,0.201819,0.21934,0.721311,0.743902,0.691589,0.501021,0.442877,0.506128,0.164771,0.325406,0.171949,0.592864,0.03788,0.349461,0.672627,0.203474,oleander
0.070905,0.090407,0.065202,0.192713,0.255537,0.309944,0.729508,0.768293,0.719626,0.484916,0.407276,0.447743,0.173517,0.35641,0.209278,0.592581,0.030041,0.321458,0.689709,0.188586,oleander
0.063584,0.145792,0.063949,0.220961,0.19579,0.217298,0.696721,0.731707,0.672897,0.524875,0.456556,0.519669,0.16178,0.320239,0.173026,0.576466,0.03441,0.353903,0.667846,0.215881,oleander
0.069363,0.174728,0.071462,0.207392,0.154977,0.175552,0.745902,0.756098,0.728972,0.472519,0.457881,0.453221,0.168756,0.300371,0.194232,0.635427,0.053359,0.307595,0.696221,0.186104,oleander
0.064847,0.140048,0.069627,0.216041,0.194456,0.224243,0.655738,0.743902,0.654206,0.600762,0.427942,0.539511,0.126871,0.346812,0.169047,0.553298,0.065518,0.388139,0.609807,0.223325,oleander
0.068486,0.350332,0.054721,0.235673,0.080429,0.054845,0.688525,0.658537,0.654206,0.570827,0.595319,0.578251,0.128337,0.206053,0.133367,0.589259,0.037012,0.33447,0.67363,0.260546,oleander
0.07139,0.234423,0.073691,0.216204,0.111352,0.117559,0.704918,0.695122,0.663551,0.51516,0.518689,0.528058,0.165443,0.272213,0.172685,0.571722,0.044549,0.365864,0.643628,0.238213,oleander
0.063388,0.238205,0.067471,0.216588,0.128619,0.128873,0.680328,0.695122,0.64486,0.539397,0.497,0.549248,0.161918,0.297034,0.166089,0.5518,0.059605,0.395343,0.612973,0.243176,oleander
0.067537,0.178384,0.061671,0.234624,0.157486,0.166022,0.721311,0.743902,0.700935,0.511941,0.46088,0.500207,0.154838,0.305903,0.172621,0.607861,0.042435,0.329107,0.681639,0.203474,oleander
0.070203,0.19039,0.057093,0.259055,0.141907,0.141792,0.721311,0.743902,0.700935,0.535075,0.476214,0.515698,0.134463,0.285386,0.156789,0.623911,0.049446,0.32305,0.687532,0.205955,oleander
0.090309,0.24039,0.064258,0.215445,0.087808,0.085536,0.803279,0.817073,0.785047,0.389369,0.368008,0.377229,0.197848,0.361864,0.222991,0.678158,0.026708,0.270246,0.750637,0.138958,oleander
0.079133,0.231065,0.063736,0.25737,0.099438,0.095919,0.803279,0.804878,0.775701,0.38078,0.394092,0.383136,0.206064,0.340781,0.22486,0.674327,0.028445,0.265295,0.750599,0.146402,oleander
0.076504,0.166923,0.076462,0.226921,0.138651,0.163584,0.745902,0.841463,0.747664,0.477775,0.297906,0.400538,0.165435,0.43461,0.230701,0.625864,0.027512,0.30085,0.713041,0.146402,oleander
0.08252,0.269845,0.068312,0.235828,0.07922,0.073217,0.786885,0.780488,0.766355,0.444392,0.448538,0.454103,0.160092,0.286208,0.165019,0.701908,0.037387,0.255082,0.762103,0.16129,oleander
0.082432,0.112097,0.081173,0.220499,0.175896,0.228319,0.729508,0.756098,0.71028,0.527437,0.46279,0.496814,0.133909,0.294292,0.165344,0.63234,0.048235,0.310534,0.699655,0.193548,oleander
0.078679,0.176308,0.055703,0.219824,0.146251,0.152439,0.663934,0.670732,0.64486,0.569549,0.529936,0.546842,0.148668,0.279884,0.170064,0.544937,0.056983,0.383644,0.610521,0.258065,oleander
0.064111,0.123098,0.062581,0.224834,0.21942,0.24837,0.713115,0.707317,0.682243,0.527976,0.51674,0.525005,0.147951,0.262195,0.161761,0.59713,0.057355,0.355567,0.656633,0.225806,oleander
0.065781,0.172455,0.061613,0.251625,0.161665,0.170033,0.639344,0.658537,0.598131,0.61962,0.562197,0.638069,0.123378,0.244212,0.116598,0.535795,0.083675,0.427542,0.57973,0.28536,oleander
0.062099,0.267482,0.060407,0.226073,0.120214,0.108953,0.696721,0.707317,0.663551,0.530394,0.510525,0.545708,0.156563,0.271592,0.15566,0.582526,0.060126,0.368023,0.637693,0.233251,oleander
0.073879,0.321102,0.075283,0.21557,0.072455,0.064834,0.672131,0.670732,0.64486,0.533473,0.517932,0.524786,0.17356,0.292527,0.189777,0.527403,0.055469,0.404752,0.598131,0.253102,oleander
0.065947,0.225444,0.069742,0.234495,0.124687,0.12806,0.713115,0.719512,0.691589,0.562161,0.51522,0.536932,0.117672,0.258445,0.144205,0.617994,0.057045,0.320949,0.683562,0.220844,oleander
0.076033,0.186425,0.074874,0.229662,0.126689,0.144173,0.680328,0.658537,0.64486,0.519523,0.550394,0.533769,0.179659,0.264036,0.182552,0.540912,0.061963,0.386706,0.607508,0.263027,oleander
0.080321,0.181572,0.076597,0.226939,0.122142,0.142263,0.745902,0.756098,0.728972,0.473602,0.444976,0.459134,0.168703,0.314733,0.189231,0.630275,0.028459,0.300281,0.722868,0.186104,oleander
0.079091,0.123086,0.079093,0.20567,0.175734,0.222891,0.729508,0.719512,0.700935,0.500603,0.50002,0.498626,0.157374,0.274366,0.172154,0.619871,0.054855,0.31865,0.679922,0.208437,oleander
0.070334,0.218089,0.066413,0.203702,0.129911,0.135485,0.713115,0.743902,0.700935,0.557892,0.476446,0.52784,0.119262,0.284887,0.144762,0.62806,0.055154,0.321484,0.693518,0.205955,oleander
0.08235,0.230822,0.077328,0.188869,0.099497,0.110994,0.704918,0.756098,0.691589,0.508915,0.405414,0.479688,0.170229,0.367491,0.199717,0.566827,0.060357,0.366822,0.628218,0.200993,oleander
0.071095,0.331619,0.073172,0.222665,0.073105,0.062267,0.754098,0.756098,0.738318,0.452157,0.450859,0.427056,0.180892,0.307709,0.211536,0.627872,0.03512,0.308447,0.7113,0.181141,oleander
0.068473,0.356123,0.08695,0.225087,0.061482,0.055123,0.729508,0.719512,0.700935,0.461016,0.468836,0.471286,0.193492,0.315676,0.200841,0.584467,0.044368,0.343205,0.659285,0.210918,oleander
0.085119,0.147657,0.084976,0.236403,0.13068,0.166962,0.713115,0.695122,0.682243,0.498232,0.512713,0.500207,0.174029,0.281807,0.187493,0.57096,0.032603,0.345319,0.666612,0.230769,oleander
0.068444,0.315273,0.065877,0.21797,0.087864,0.074907,0.770492,0.817073,0.757009,0.462701,0.375734,0.42338,0.158472,0.354115,0.198765,0.664818,0.035279,0.285385,0.734602,0.151365,oleander
0.097505,0.279144,0.077209,0.183525,0.06279,0.063231,0.836066,0.841463,0.82243,0.392208,0.391904,0.36808,0.16444,0.310505,0.200176,0.75766,0.018219,0.191198,0.83248,0.121588,'yew plum pine'
0.106711,0.243159,0.072556,0.142869,0.07768,0.084648,0.811475,0.817073,0.803738,0.430292,0.416219,0.407096,0.148261,0.296547,0.177886,0.739496,0.020518,0.212571,0.817231,0.133995,'yew plum pine'
0.099437,0.284033,0.103379,0.174819,0.047131,0.060874,0.836066,0.865854,0.82243,0.390587,0.338623,0.368536,0.164347,0.353022,0.196748,0.768145,0.027799,0.201345,0.824618,0.109181,'yew plum pine'
0.105047,0.305743,0.113149,0.133395,0.03831,0.055824,0.844262,0.853659,0.82243,0.402886,0.387361,0.404429,0.147911,0.297983,0.163039,0.788771,0.027118,0.185044,0.84253,0.116625,'yew plum pine'
0.096533,0.268293,0.084258,0.181543,0.064025,0.070701,0.819672,0.865854,0.813084,0.408123,0.308525,0.375788,0.164705,0.391968,0.200957,0.733137,0.027178,0.232803,0.795125,0.114144,'yew plum pine'
0.102014,0.314923,0.083956,0.163583,0.047165,0.046548,0.827869,0.817073,0.803738,0.423521,0.455953,0.440834,0.141342,0.243146,0.14344,0.77547,0.025626,0.191089,0.834666,0.136476,'yew plum pine'
0.113267,0.231182,0.085444,0.15184,0.067022,0.081932,0.827869,0.841463,0.82243,0.397688,0.361175,0.371719,0.164479,0.344208,0.197743,0.753087,0.024533,0.210241,0.815263,0.116625,'yew plum pine'
0.11904,0.215778,0.080811,0.148557,0.071802,0.086881,0.844262,0.878049,0.831776,0.385865,0.313973,0.35349,0.163009,0.375081,0.205528,0.773857,0.02387,0.194717,0.829705,0.101737,'yew plum pine'
0.104294,0.239393,0.093499,0.184147,0.061579,0.077502,0.811475,0.804878,0.785047,0.447613,0.459082,0.455384,0.135783,0.249432,0.14482,0.748278,0.029396,0.219151,0.809277,0.146402,'yew plum pine'
